x, y
99.89849187935035, -0.0004108086040162282
105.31582000244231, 0.0010920874690617743
110.1637867871535, 0.0056033272945319075
115.02701795090975, 0.008491745553826133
120.08792282329955, 0.013235181546783699
124.81530101355477, 0.01992549309790513
130.39672121138113, 0.02715419356484907
134.5593173769691, 0.03468143196141971
139.7843143240933, 0.04624786302977724
145.4771644889486, 0.061664667908448365
149.5512272560752, 0.07805108315684722
155.19675784589083, 0.09931106631624606
160.01648552936865, 0.12152535020795589
164.93924777140066, 0.14623765660483273
169.81621687629746, 0.17029164859278914
174.80690560507998, 0.19450128856114923
179.68845402369033, 0.2159551937944936
184.9302417877641, 0.23395422418412387
189.67670045182564, 0.2508152381924421
194.67349493222616, 0.2648159016100635
199.75271705947003, 0.27750759102855244
204.59534131151545, 0.28895154499757597
209.5593173769691, 0.2973284682707764
219.7490536084992, 0.31551376591564384
229.85330931737698, 0.32658773698042914
240.1727927707901, 0.33800362328085526
249.686317010624, 0.34696996759460075
259.86078886310906, 0.35364752111454156
280.1975210648431, 0.3652751907325661
299.89009647087556, 0.3731188283024163
