x, y
100.70586563877475, -0.012804614275414572
104.88423130558972, -0.1196827685652484
109.95988380135566, -0.08680605623648141
114.78354824599118, -0.11183850036049003
119.91528116856655, -0.04458543619322253
125.05224826431079, -0.08732516222061992
129.58429448953726, -0.020475847152126914
135.23196733875943, -0.09678442682047583
139.81261660055407, -0.14413842826243695
145.226994874249, -0.6752415284787308
149.76203205557198, -0.9296611391492431
155.05677208540675, -0.25984138428262415
160.07036224217023, 0.7120980533525598
165.02787197212427, 1.5362653208363373
169.86050928504932, 2.0089978370583994
174.87335170278868, 1.1185580389329486
180.13892991068258, -0.08726748377793792
184.6814444822468, -0.8740014419610671
189.44155110983166, -1.2907281903388608
195.01145910054473, -1.316452775775054
199.91887031588237, -1.1117519826964672
204.96162229458673, -0.9329488103821197
209.57367659539466, -0.7093871665465032
219.80424192348386, -0.39578947368421025
229.88301622967552, -0.3062148521989907
239.43912095800323, -0.18457101658255226
249.35339267888722, -0.14921413121845717
259.77313598008027, -0.07157894736842074
279.6510301974405, -0.037548666186012714
299.7898853342207, -0.03512617159336706
