x, y
100.21598185752397, 0.0022618661775151427
105.33715167925894, 0.0035083061518622616
110.17594522060146, 0.006664230103507987
114.90594790037636, 0.009348472205940178
119.97992168657832, 0.014379745264217716
124.70512476951936, 0.017813920131298594
129.9014882749849, 0.023834070048892195
134.92986589126514, 0.03292118637639388
140.00623947588403, 0.0403336252611835
144.73304242443635, 0.046171722535221005
150.5397546606085, 0.04052084985484064
154.69140592190257, 0.029653548302566002
159.45340591390323, 0.0011954100666836942
164.5401786249955, -0.03205609152282898
170.1021114226405, -0.07048678394350852
174.98250146987652, -0.08511512760924883
179.71330408245706, -0.09482598111893417
185.6728034845073, -0.08887513533269431
189.9860411725415, -0.07865018998296705
195.1944036700917, -0.06606890416721259
200.25397866579206, -0.05137642832021956
204.17524927906055, -0.043072345238013135
209.3956107686954, -0.036098487721790445
219.92672615500297, -0.023659947728824293
229.59551397682594, -0.01768427658209952
239.67146759672187, -0.012698516684711003
249.49944204686804, -0.009685338555853601
259.15543094380075, -0.007454159282271222
279.60011359045836, -0.0049002503223848776
299.80721619383974, -0.003363146752360116
