x, y
99.86612058653442, 0.002480841385504643
104.97968043221661, 0.004056990540207739
109.91579064111603, 0.0063994842747251155
114.92715850847243, 0.009467035593735965
120.00903091901483, 0.01399266974749743
124.68530415976805, 0.018809485868258268
129.95334025175669, 0.026086137710237725
135.02491424587865, 0.03429935244607339
139.67979846791252, 0.045979950455605614
145.05794839701187, 0.059087484970085036
150.01148669523818, 0.07217908415303713
154.86758613040965, 0.08430224977907835
159.84805874850474, 0.09559605383244724
164.65345828745257, 0.10004490866157702
169.99120673674872, 0.10234756406727608
175.383616011661, 0.09728592330759536
180.19456085175824, 0.09105955467991714
184.73537030728892, 0.08363079285517681
189.70792106659906, 0.07599849338683742
194.84920741802858, 0.0691325384983123
199.81542069031076, 0.0639868750814875
205.09058645520585, 0.05929971461269901
209.6456552565494, 0.05541439105303568
219.6224442103095, 0.049388662735951556
230.13554300381043, 0.04601616711816773
239.9578557112641, 0.04357009372872271
249.8506729619038, 0.04121311332918049
259.47256264209835, 0.03986947514812615
279.7707414067637, 0.0381723623404656
299.6308413806215, 0.03701198047197555
